Locator,Sampledate,Depth,Updown,CastNotes,Chlorophyll,Chlorophyll_Qual,Density,Density_Qual,DO,DO_Qual,SigmaTheta,SigmaTheta_Qual,Light_Transmission,Light_Qual,PAR,PAR_Qual,Surface_PAR,Surface_PAR_Qual,Salinity,Salinity_Qual,Temperature,Temperature_Qual,Turbidity,Turbidity_Qual,NO23,NO23_Qual,Date,Year,Month,Day,YearDay,Bin,BinDepth,Density_mean,Density_sd,Density_n,DO_mean,DO_sd,DO_n,SigmaTheta_mean,SigmaTheta_sd,SigmaTheta_n,Salinity_mean,Salinity_sd,Salinity_n,Temperature_mean,Temperature_sd,Temperature_n,Chlorophyll_mean,Chlorophyll_sd,Chlorophyll_n,Light_Transmission_mean,Light_Transmission_sd,Light_Transmission_n,PAR_mean,PAR_sd,PAR_n,Surface_PAR_mean,Surface_PAR_sd,Surface_PAR_n,Turbidity_mean,Turbidity_sd,Turbidity_n,NO23_mean,NO23_sd,NO23_n,Depth_Qual_Auto,Chlorophyll_Qual_Auto,Density_Qual_Auto,DO_Qual_Auto,SigmaTheta_Qual_Auto,Light_Transmission_Qual_Auto,PAR_Qual_Auto,Surface_PAR_Qual_Auto,Salinity_Qual_Auto,Temperature_Qual_Auto,Turbidity_Qual_Auto,NO23_Qual_Auto,flag_reason
KSBP01,2022-07-05T08:21:00Z,32.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.7,NA,1022.382,NA,7.298,NA,22.2333,NA,90.28,NA,0.05,NA,280.5,E,29.1291,NA,10.854,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(32,32.5]",32.25,1022.5526666666667,0.2154457232091778,39,7.255131578947369,0.685142406623759,39,22.40511282051282,0.21563719918746452,39,29.5241,0.32839555737747594,39,11.627820512820513,0.6130559290959757,39,2.034871794871795,2.668650232248181,39,88.35387096774194,4.391408033436319,39,0.7076923076923077,1.0617747346045368,39,1094.6756756756756,607.8259191602502,39,0.645,0.3911886647495955,39,0.2677272727272727,0.04934746378303734,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,33,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.49,NA,1022.398,NA,7.285,NA,22.247,NA,90.51,NA,0.05,NA,280.5,E,29.1404,NA,10.825,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(32.5,33]",32.75,1022.56,0.2147288375701152,39,7.243605263157894,0.6825253005695074,39,22.410179487179487,0.21497521421328053,39,29.528853846153847,0.3279424346517907,39,11.620051282051282,0.6125379021019605,39,1.9879487179487179,2.721483902006384,39,88.33709677419355,4.366000605854582,39,0.66,0.988795120069716,39,1094.835135135135,607.9549125351942,39,0.63875,0.40015845075955314,39,0.26833636363636365,0.049769674958297094,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,33.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.67,NA,1022.4,NA,7.28,NA,22.247,NA,90.69,NA,0.05,NA,280.5,E,29.14,NA,10.824,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(33,33.5]",33.25,1022.5682564102564,0.2149110854025019,39,7.232684210526315,0.6816614482382178,39,22.41613076923077,0.21508335000504508,39,29.53428205128205,0.3299371318678074,39,11.61053846153846,0.6053788655463638,39,1.9048717948717948,2.439287937293513,39,88.33483870967741,4.375685752707983,39,0.6164102564102564,0.9302446966693826,39,1096.5135135135135,609.5004585551835,39,0.67125,0.39883535808293485,39,0.2670090909090909,0.04991066929115366,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,34,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.5,NA,1022.41,NA,7.27,NA,22.2548,NA,91.01,NA,0.05,NA,280.5,E,29.1463,NA,10.807,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(33.5,34]",33.75,1022.5759743589743,0.214341278189164,39,7.218342105263158,0.6777542517364235,39,22.421602564102564,0.2145663502916123,39,29.538853846153845,0.3310306154120507,39,11.6,0.5941966713223209,39,1.8087179487179488,2.1485333791941588,39,88.3174193548387,4.336244125770546,39,0.5766666666666667,0.8679689945145486,39,1100.4702702702702,613.9692264568608,39,0.6775,0.3960789964496621,39,0.26791818181818183,0.0523639345004139,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,34.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.48,NA,1022.414,NA,7.25,NA,22.2567,NA,91,NA,0.05,NA,280.5,E,29.1479,NA,10.802,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(34,34.5]",34.25,1022.5812105263158,0.21707317957686104,38,7.218513513513513,0.6600795668209511,38,22.424531578947366,0.21721437922795417,38,29.5422,0.33687301079992343,38,11.598289473684211,0.5885498857312862,38,1.8521052631578947,2.0430940472522297,38,88.48266666666666,4.298312365964378,38,0.5494736842105263,0.8179405495095629,38,1102.9527777777778,628.7525206929812,38,0.645,0.40035698356056476,38,0.2675272727272727,0.04954040958468331,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,35,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.37,NA,1022.42,NA,7.225,NA,22.2597,NA,91.12,NA,0.04,NA,280.5,E,29.1503,NA,10.796,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(34.5,35]",34.75,1022.59575,0.21251434340732037,40,7.167923076923077,0.6396119870101915,40,22.4367675,0.21284329662140336,40,29.5503525,0.3291372568393673,40,11.565675,0.5629017488391325,40,1.69825,1.8365643614766551,40,88.0946875,4.415672223967277,40,0.4945,0.7484512213693226,40,1110.0263157894738,614.0304467687516,40,0.655,0.40035698356056476,40,0.26683636363636365,0.046810624279692584,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,35.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.27,NA,1022.438,NA,7.198,NA,22.2753,NA,91.27,NA,0.04,NA,280.5,E,29.1638,NA,10.765,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(35,35.5]",35.25,1022.5996842105263,0.21742698125206392,38,7.165842105263158,0.6366020661383878,38,22.438442105263157,0.2176799468492974,38,29.550605263157895,0.33788326302291133,38,11.557236842105263,0.5628499600469856,38,1.661842105263158,1.7350735715582126,38,88.41633333333333,4.248402931839726,38,0.4705263157894737,0.716096578751479,38,1075.5944444444444,598.4406183428224,38,0.6575,0.40534817485359775,38,0.27102727272727273,0.04610965388959433,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,36,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.46,NA,1022.449,NA,7.174,NA,22.285,NA,91.43,NA,0.04,NA,280.5,E,29.1727,NA,10.749,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(35.5,36]",35.75,1022.609375,0.21071814781958048,40,7.1467368421052635,0.6268748176345521,40,22.4459125,0.2110129455106416,40,29.560545,0.3281612283150322,40,11.559075,0.5531631830222271,40,1.72425,1.8339517197179458,40,88.07875,4.2535933575757925,40,0.441,0.6509117865319032,40,1146.7526315789473,651.6205149728086,40,0.6575,0.40070473632624526,40,0.2692181818181818,0.043878601121316946,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,36.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.19,NA,1022.46,NA,7.132,NA,22.2932,NA,91.27,NA,0.04,NA,280.5,E,29.1802,NA,10.734,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(36,36.5]",36.25,1022.6234210526316,0.21237150411724745,38,7.1084054054054056,0.6180211008380547,38,22.45767105263158,0.21270968784135016,38,29.575915789473683,0.32748044259847775,38,11.560052631578948,0.5583174989085352,38,1.7526315789473683,1.868103076342599,38,88.32533333333333,4.226726730056569,38,0.3960526315789474,0.6151709912751097,38,1105.1972222222223,626.8925492281575,38,0.6775,0.40244786707632796,38,0.27034545454545456,0.04146862340701373,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,37,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.16,NA,1022.484,NA,7.103,NA,22.3145,NA,91.44,NA,0.04,NA,280.5,E,29.1992,NA,10.695,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(36.5,37]",36.75,1022.626175,0.20898728798292643,40,7.109102564102564,0.6018666050350445,40,22.45815,0.20923848986509533,40,29.56495,0.32716408178505213,40,11.5084,0.5687068462073205,40,1.5955,1.6031874500506795,40,88.06625,4.1485821518884904,40,0.401,0.5736022029067593,40,1087.1842105263158,590.1861229679621,40,0.675,0.3963764444493211,40,0.2691727272727273,0.04622659604403272,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,37.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.13,NA,1022.498,NA,7.076,NA,22.327,NA,91.63,NA,0.04,NA,280.5,E,29.2101,NA,10.671,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(37,37.5]",37.25,1022.6414871794872,0.20800264064553853,39,7.069894736842105,0.5881511475836657,39,22.471189743589743,0.20830961368884435,39,29.581479487179486,0.32453237384491285,39,11.507717948717948,0.554354482292501,39,1.5212820512820513,1.5261150875536351,39,88.18451612903226,4.149060004956687,39,0.35717948717948717,0.526347637363012,39,1098.9702702702702,608.0048879851328,39,0.68,0.398819687148394,39,0.27042727272727274,0.04943426121444703,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,38,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.91,NA,1022.511,NA,7.053,NA,22.3373,NA,91.53,NA,0.04,NA,280.5,E,29.2195,NA,10.653,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(37.5,38]",37.75,1022.6512894736842,0.20967708865735735,38,7.047499999999999,0.5645509456818492,38,22.47876842105263,0.20995121712057915,38,29.585660526315788,0.32771497136043315,38,11.483184210526316,0.5502066371171273,38,1.4571052631578947,1.3452436891562785,38,88.371,4.06781340059607,38,0.33421052631578946,0.49284409891176334,38,1066.6277777777777,581.960731424926,38,0.68625,0.4107114906737192,38,0.27025454545454547,0.04449241201904801,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,38.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.96,NA,1022.517,NA,7.05,NA,22.3414,NA,91.72,NA,0.04,NA,280.5,E,29.2228,NA,10.644,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(38,38.5]",38.25,1022.6596,0.20342904010730473,40,7.032026315789474,0.55523340535661,40,22.4847775,0.20367967244658616,40,29.593822499999998,0.31905475093806995,40,11.485775,0.5314458984212015,40,1.3325,1.1060271939903439,40,88.0571875,4.085489850501208,40,0.311,0.44344108966129875,40,1126.0605263157895,625.4182615763862,40,0.6675,0.39733936556622657,40,0.2735,0.0429722933993521,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,39,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,1.04,NA,1022.523,NA,7.045,NA,22.3442,NA,91.78,NA,0.04,NA,280.5,E,29.2249,NA,10.637,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(38.5,39]",38.75,1022.6681842105263,0.2078491988766922,38,6.996864864864865,0.5428804944287751,38,22.491078947368422,0.20820030137046797,38,29.605476315789474,0.3229760140321781,38,11.502657894736842,0.4931005202229021,38,1.361578947368421,1.1622450928100425,38,88.50566666666667,3.8596906105535713,38,0.3,0.4256124363149483,38,1119.7194444444444,620.5632242772664,38,0.6575,0.39183633609673607,38,0.2757090909090909,0.03903558516393611,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,39.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.92,NA,1022.526,NA,7.029,NA,22.3455,NA,91.84,NA,0.04,NA,280.5,E,29.2261,NA,10.634,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(39,39.5]",39.25,1022.6752368421053,0.20713338622022281,38,6.98645945945946,0.5366050479425977,38,22.495831578947367,0.20731228318554062,38,29.60950263157895,0.32232936779672894,38,11.493368421052631,0.4940978905665399,38,1.2823684210526316,1.072900676016862,38,88.527,3.8398591479196305,38,0.2805263157894737,0.3921937425829164,38,1111.3222222222223,611.7535442648738,38,0.66,0.40160392712934756,38,0.2760909090909091,0.03761982069456085,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,40,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.79,NA,1022.53,NA,7.021,NA,22.347,NA,91.79,NA,0.04,NA,281.5,E,29.2268,NA,10.629,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(39.5,40]",39.75,1022.6824210526315,0.2073517225443503,38,6.9724324324324325,0.5342658275376356,38,22.500744736842105,0.2075984060988758,38,29.613939473684212,0.3227830570417678,38,11.485105263157894,0.49293400629916495,38,1.2447368421052631,1.0031483866472604,38,88.53766666666667,3.8028153666255844,38,0.2644736842105263,0.3692556235251924,38,1124.4583333333333,626.008481628986,38,0.67,0.4047574229443747,38,0.2782545454545455,0.03898498079097548,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,40.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.84,NA,1022.534,NA,7.024,NA,22.3485,NA,91.71,NA,0.04,NA,280.5,E,29.2278,NA,10.625,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(40,40.5]",40.25,1022.6897368421053,0.20807232165380815,38,6.9568648648648646,0.5308456127393015,38,22.505897368421053,0.20847298546469575,38,29.618055263157895,0.32356000128416673,38,11.474184210526316,0.48676559957863047,38,1.225,0.9824507414926509,38,88.46866666666666,3.775424829562649,38,0.24947368421052632,0.3430227111575027,38,1122.85,624.1272505324077,38,0.67,0.3975640110185313,38,0.27796363636363636,0.03507173428067886,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,41,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.79,NA,1022.538,NA,6.997,NA,22.3509,NA,91.95,NA,0.04,NA,282.4,E,29.2299,NA,10.62,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(40.5,41]",40.75,1022.6970263157895,0.20945392150711878,38,6.939081081081081,0.5235355436505391,38,22.510805263157895,0.20975387629361994,38,29.621992105263157,0.32424154108166886,38,11.463736842105263,0.4819712161535884,38,1.1976315789473684,0.911596266166844,38,88.49066666666667,3.764190560361238,38,0.23500000000000001,0.3200485605046226,38,1122.9666666666667,624.2249388527458,38,0.67125,0.40090745280461637,38,0.27883636363636366,0.036356960068940666,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,41.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.69,NA,1022.554,NA,6.971,NA,22.364,NA,92.06,NA,0.04,NA,281.2,E,29.2427,NA,10.601,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(41,41.5]",41.25,1022.7075675675676,0.21466518381223776,37,6.925945945945946,0.5196545832434137,37,22.51917027027027,0.2151188765218801,37,29.628294594594596,0.33083746088604504,37,11.443891891891893,0.482995501691946,37,1.2221621621621621,0.9335956034337087,37,88.64,3.6990828979240646,37,0.22378378378378377,0.3038215059990117,37,1092.0714285714287,603.0174056464747,37,0.68375,0.4052137883706752,37,0.27932727272727276,0.03931669088082289,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,42,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.74,NA,1022.568,NA,6.953,NA,22.3757,NA,92.05,NA,0.04,NA,282.2,E,29.2543,NA,10.586,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(41.5,42]",41.75,1022.7168974358974,0.2097046538237922,39,6.914540540540541,0.5221223565939839,39,22.526123076923078,0.21000118353242755,39,29.6378641025641,0.32294203365080165,39,11.446974358974359,0.4738603218126561,39,1.2028205128205127,0.9301837642947897,39,88.29935483870968,3.7788622057297174,39,0.21051282051282053,0.2729271034153212,39,1146.7729729729729,637.488042000549,39,0.69625,0.39849493633635336,39,0.2807272727272727,0.0353716578890244,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,42.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.75,NA,1022.582,NA,6.935,NA,22.388,NA,91.95,NA,0.04,NA,282.3,E,29.2668,NA,10.57,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(42,42.5]",42.25,1022.7272368421053,0.21205767117290103,38,6.897378378378378,0.5262193433325093,38,22.534171052631578,0.21236872563042083,38,29.643947368421053,0.3270836009645158,38,11.427868421052631,0.47939940866658565,38,1.158157894736842,0.9242845451165967,38,88.412,3.6777376854200208,38,0.19815789473684212,0.25236026653413135,38,1124.525,626.4199775025423,38,0.70875,0.4071657261747709,38,0.28206363636363635,0.03747837437048924,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,43,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.8,NA,1022.589,NA,6.922,NA,22.3922,NA,92,NA,0.04,NA,282.3,E,29.2709,NA,10.563,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(42.5,43]",42.75,1022.7388684210526,0.21398461311855138,38,6.879567567567568,0.5321867644467047,38,22.5435,0.2143674112989825,38,29.652478947368422,0.32895312338180605,38,11.412263157894737,0.4784430652795403,38,1.1710526315789473,0.8940729442207063,38,88.44933333333333,3.709424096330424,38,0.185,0.22361586270668288,38,1113.0166666666667,612.0361690992734,38,0.69625,0.404508078676169,38,0.2804090909090909,0.03503431045547934,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,43.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.62,NA,1022.597,NA,6.906,NA,22.3981,NA,92.26,NA,0.04,NA,282.3,E,29.2764,NA,10.553,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(43,43.5]",43.25,1022.7499210526316,0.2173045417590935,38,6.867,0.5337251165159833,38,22.552318421052632,0.2176563058800076,38,29.660407894736842,0.33114819527408906,38,11.39728947368421,0.4781150437095001,38,1.1560526315789474,0.8979813381365652,38,88.42433333333334,3.714669599020222,38,0.17763157894736842,0.2161510259120806,38,1117.275,616.4179822050248,38,0.73,0.408621375568421,38,0.2827545454545454,0.03493701085199945,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,44,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.63,NA,1022.612,NA,6.881,NA,22.4108,NA,92.09,NA,0.04,NA,282.3,E,29.2876,NA,10.529,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(43.5,44]",43.75,1022.7547631578948,0.21595763275818125,38,6.858324324324324,0.5288784282724073,38,22.554913157894738,0.21637452536654114,38,29.662968421052632,0.33037034019191347,38,11.393578947368422,0.47931886534951135,38,1.1602631578947369,0.9169646957220158,38,88.40266666666666,3.720615386004674,38,0.16763157894736844,0.19617193521247403,38,1129.25,630.2075229636663,38,0.72375,0.40330553820008114,38,0.2848181818181818,0.03743089147166597,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,44.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.58,NA,1022.631,NA,6.854,NA,22.4272,NA,91.9,NA,0.04,NA,282.3,E,29.3019,NA,10.497,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(44,44.5]",44.25,1022.7595,0.21589233427798762,38,6.848243243243243,0.5255054395217684,38,22.557247368421052,0.21626517473624457,38,29.66487105263158,0.330133696838192,38,11.388842105263159,0.4795517347349918,38,1.1328947368421052,0.861648037177333,38,88.307,3.7186975380246166,38,0.16210526315789475,0.1913276218701038,38,1123.6888888888889,623.0830780551901,38,0.7274999999999999,0.40812288065518415,38,0.2863545454545455,0.03734986917343524,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,45,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.47,NA,1022.64,NA,6.844,NA,22.4341,NA,92.27,NA,0.04,NA,282.3,E,29.308,NA,10.484,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(44.5,45]",44.75,1022.7647631578948,0.2145775780093365,38,6.840189189189189,0.5226685713101902,38,22.560336842105265,0.21502922418737208,38,29.667650000000002,0.32822552048446413,38,11.383447368421052,0.48361950072280396,38,1.0978947368421053,0.8200433669967304,38,88.34166666666667,3.6973999096600343,38,0.155,0.1815511245099044,38,1141.2611111111112,648.191506656472,38,0.75125,0.4266292301284571,38,0.285,0.03409389974760882,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,45.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.65,NA,1022.647,NA,6.837,NA,22.4394,NA,92.36,NA,0.04,NA,282.3,E,29.3129,NA,10.476,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(45,45.5]",45.25,1022.7714210526316,0.21593688161614383,38,6.832216216216216,0.5211777866383843,38,22.56459736842105,0.216276135414068,38,29.6712,0.3288752659300187,38,11.374868421052632,0.4816948776892216,38,1.1089473684210527,0.8481451605540563,38,88.36966666666666,3.7015015437199166,38,0.14789473684210527,0.16754439338675073,38,1141.6833333333334,649.3384437806131,38,0.7162499999999999,0.4061997221635119,38,0.28715454545454544,0.03451157381622472,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,46,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.61,NA,1022.65,NA,6.828,NA,22.4398,NA,92.41,NA,0.04,NA,282.9,E,29.3133,NA,10.474,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(45.5,46]",45.75,1022.7774210526316,0.21582921571375802,38,6.82272972972973,0.5164162645175482,38,22.568392105263158,0.21616671416840996,38,29.67459210526316,0.3288490036981805,38,11.368236842105263,0.4802334699216637,38,1.1123684210526317,0.884553435082561,38,88.36033333333333,3.715360922119034,38,0.1413157894736842,0.1565018098959601,38,1142.425,650.4039581565554,38,0.75375,0.4128623949245767,38,0.28659999999999997,0.035782509693983174,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,46.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.61,NA,1022.657,NA,6.812,NA,22.4445,NA,92.41,NA,0.04,NA,283.5,E,29.3191,NA,10.473,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(46,46.5]",46.25,1022.7782777777778,0.21942165684376871,36,6.798972222222222,0.5137953170064689,36,22.567016666666667,0.219807528143536,36,29.670655555555555,0.33530770383927705,36,11.358361111111112,0.4933981963472608,36,1.061388888888889,0.8090034532074553,36,88.72107142857143,3.4906683423365332,36,0.135,0.14705684032276187,36,1096.0970588235293,633.4440806609693,36,0.7375,0.45272981535821755,36,0.28497272727272727,0.03376199315529493,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,47,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.56,NA,1022.674,NA,6.791,NA,22.459,NA,92.34,NA,0.04,NA,283.2,E,29.336,NA,10.465,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(46.5,47]",46.75,1022.791425,0.2125785390306711,40,6.8188157894736845,0.5124449004138598,40,22.57787,0.21300562072757254,40,29.6857425,0.32179381110485117,40,11.364125,0.4682451246888448,40,1.05775,0.7935266544244443,40,88.0021875,3.7965780300032335,40,0.12925,0.12968180980720387,40,1183.2815789473684,660.4755133277446,40,0.74,0.4359554367789704,40,0.2858272727272727,0.032647728585893716,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
KSBP01,2022-07-05T08:21:00Z,47.5,Down,SUNA data rejected- Instrument at factory. Surface PAR questionable- fish head on Biospherical PAR.,0.57,NA,1022.696,NA,6.775,NA,22.4787,NA,92.4,NA,0.04,NA,283.5,E,29.3577,NA,10.448,NA,NA,NA,-0.057,R,2022-07-05,2022,7,5,186,"(47,47.5]",47.25,1022.7951052631579,0.21753742013902028,38,6.795486486486486,0.5106927006865621,38,22.579305263157895,0.21789106495624536,38,29.68456052631579,0.32818084297687605,38,11.350315789473685,0.48050807036916715,38,1.039736842105263,0.7836487314362539,38,88.28833333333333,3.6834673351606364,38,0.12421052631578948,0.12382707163615626,38,1149.2055555555555,657.073047013124,38,0.7425,0.4256004162189157,38,0.28742727272727275,0.035132921623716146,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rej,NO23
